ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Iso
102563,Iain Murray Rose,M,17,185,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
102563,Iain Murray Rose,M,21,185,80,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,Gold,au
109381,John Cameron Shaw,M,35,182,71,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,au
110234,"Jonathan Scott ""Jon"" Sieben",M,17,176,74,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Gold,au
111661,Catherine Skinner,F,26,172,80,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Gold,au
111900,Kate Elizabeth Slatter (-Allen),F,24,180,71,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Gold,au
111956,Tom Slingsby,M,27,186,81,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,Gold,au
112588,Emma Laura Snowsill (-Frodeno),F,27,161,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Women's Olympic Distance,Gold,au
115237,Megan Leanne Still (-Marcks),F,23,182,75,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Gold,au
115554,Belinda Josephine Marion Stowell,F,29,172,68,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold,au
115768,Shirley Barbara Strickland de la Hunty,F,26,172,57,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Track and Field,Track and Field Women's 80 metres Hurdles,Gold,au
115768,Shirley Barbara Strickland de la Hunty,F,31,172,57,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Track and Field,Track and Field Women's 80 metres Hurdles,Gold,au
119545,David Egmont Theile,M,18,190,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Backstroke,Gold,au
119545,David Egmont Theile,M,22,190,NA,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,Gold,au
23644,Brian John Crago,M,34,171,67,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,au
119835,Petria Ann Thomas (-Jones),F,28,173,64,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Women's 100 metres Butterfly,Gold,au
67240,Neale John Lavis,M,30,171,73,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,au
82035,"Lawrence Robert ""Laurie"" Morgan",M,45,180,73,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,au
103070,"James William George ""Bill"" Roycroft",M,45,188,72,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,au
120087,Ian James Thorpe,M,17,196,104,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Gold,au
120087,Ian James Thorpe,M,21,196,104,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Men's 200 metres Freestyle,Gold,au
120087,Ian James Thorpe,M,21,196,104,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Men's 400 metres Freestyle,Gold,au
120958,James Bruce Tomkins,M,38,199,98,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Rowing,Rowing Men's Coxless Pairs,Gold,au
122751,Mark David Turnbull,M,26,185,70,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold,au
128165,"Kenneth Maxwell ""Ken"" Wallace",M,25,190,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,au
128993,"Kathryn Anne ""Kathy"" Watt",F,27,159,49,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Road Race, Individual",Gold,au
129606,"Michael Vincent ""Mike"" Wenden",M,18,184,76,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Gold,au
129606,"Michael Vincent ""Mike"" Wenden",M,18,184,76,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Gold,au
130057,Beverley Joy Whitfield,F,18,163,57,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,Gold,au
130767,Nathan James Wilmot,M,28,183,64,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Gold,au
130964,"Robert George ""Bob"" Windle",M,19,185,77,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,au
131038,"John Arthur ""Jack"" Winter",M,23,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's High Jump,Gold,au
131048,"Anthony William ""Nick"" Winter",M,29,181,74,Australia,AUS,1924 Summer,1924,Summer,Paris,Track and Field,Track and Field Men's Triple Jump,Gold,au
131487,"Mervyn Thomas ""Merv"" Wood",M,31,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Single Sculls,Gold,au
131504,Todd Andrew Woodbridge,M,25,178,75,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,Gold,au
131511,Mark Raymond Woodforde,M,30,183,80,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Doubles,Gold,au
103787,"Matthew Morgan ""Matt"" Ryan",M,28,182,70,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,au
22859,Natalie Louise Cook,F,25,181,73,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,au
96497,Kerri-Ann Pottharst,F,35,184,72,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,au
105771,Barrenjoey,M,28,183,75,Barrenjoey,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,au
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34,163,53,Austria,AUT,2004 Summer,2004,Summer,"Athens,GR",Triathlon,Triathlon Women's Olympic Distance,Gold,at
4236,Franz Josef Andrysek,M,22,NA,59,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Featherweight,Gold,at
11375,Team Austria,M,NA,NA,NA,Austria,AUT,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Gold,at
42019,Team Austria,M,NA,NA,NA,Austria,AUT,2010 Winter,2010,Winter,"Vancouver, CA",Nordic Combined,Nordic Combined Men's Team,Gold,at
61778,Team Austria,M,NA,NA,NA,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,at
61918,Team Austria,M,NA,NA,NA,Austria,AUT,2010 Winter,2010,Winter,"Vancouver, CA",Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,at
8742,"Hermine ""Herma"" Bauma",F,33,161,68,Austria,AUT,1948 Summer,1948,Summer,London,Track and Field,Track and Field Women's Javelin Throw,Gold,at
10435,Alfred Berger,M,29,NA,NA,Austria,AUT,1924 Winter,1924,Winter,Mont-Blanc,Figure Skating,Figure Skating Mixed Pairs,Gold,at
29485,Michaela Dorfmeister,F,32,172,72,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,at
29485,Michaela Dorfmeister,F,32,172,72,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,Gold,at
29486,Alfons Dorfner,M,25,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,at
30509,Julia Dujmovits,F,26,168,60,Austria,AUT,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Parallel Slalom,Gold,at
31236,Stephan Eberharter,M,32,180,85,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,at
32641,Helene Engelmann (-Jaroschka),F,25,NA,NA,Austria,AUT,1924 Winter,1924,Winter,Mont-Blanc,Figure Skating,Figure Skating Mixed Pairs,Gold,at
34472,Robert Fein,M,28,NA,67,Austria,AUT,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Lightweight,Gold,at
34637,Anna Fenninger (-Veith),F,24,166,64,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,Gold,at
35490,Andrea Fischbacher,F,24,164,58,Austria,AUT,2010 Winter,2010,Winter,"Vancouver, CA",Alpine Skiing,Alpine Skiing Women's Super G,Gold,at
42019,Felix Gottwald,M,30,179,68,Austria,AUT,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Sprint,Gold,at
42828,Edwin Grienauer,M,35,NA,NA,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Gold,at
44461,Christl Haas,F,20,177,70,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,at
44468,Hans Haas,M,21,170,NA,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,Gold,at
45333,Hubert Hammerer,M,34,172,78,Austria,AUT,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,at
48722,Ernst Hinterseer,M,27,NA,NA,Austria,AUT,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
48996,Adolf Hoch,M,38,176,75,Austria,AUT,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,at
49130,Christian Hoffmann,M,27,170,62,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,at
50441,Gregor Hradetzky,M,27,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,at
50441,Gregor Hradetzky,M,27,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Gold,at
52165,"Anton ""Toni"" Innauer",M,21,173,61,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,at
55050,Trude Jochum-Beiser,F,20,NA,NA,Austria,AUT,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Women's Combined,Gold,at
55050,Trude Jochum-Beiser,F,24,NA,NA,Austria,AUT,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,at
56699,"Adolf ""Adi"" Kainz",M,33,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,at
61035,Franz Klammer,M,22,183,79,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
64253,Petra Kronberger,F,22,170,62,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Slalom,Gold,at
64253,Petra Kronberger,F,22,170,62,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Combined,Gold,at
65291,Hermann Kutschera,M,33,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,at
68714,Julius Lenhart,M,28,168,NA,Austria,AUT,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,Gold,at
73643,Hermann Maier,M,25,180,90,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Super G,Gold,at
73643,Hermann Maier,M,25,180,90,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,at
76635,Mario Matt,M,34,190,90,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
76991,Matthias Mayer,M,23,179,87,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
82059,Thomas Morgenstern,M,19,184,67,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,at
82412,Annemarie Moser-Prll,F,26,170,59,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,at
83170,Ellen S. Mller-Preis,F,20,173,NA,Austria,AUT,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Individual",Gold,at
85274,Emese Nemeth-Hunyady (-Jrvinen),F,27,167,65,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,at
85477,Paul Neumann (-Newman),M,20,NA,NA,Austria,AUT,1896 Summer,1896,Summer,"Athens,GR",Swimming,Swimming Men's 500 metres Freestyle,Gold,at
85489,Doris Neuner,F,20,174,61,Austria,AUT,1992 Winter,1992,Winter,Albertville,Luge,Luge Women's Singles,Gold,at
89619,Patrick Ortlieb,M,24,189,92,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
90792,Olga Pall (-Scartezzini),F,20,170,69,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,at
95348,"Herma Planck-Szabo (-Jarosz, -Stark)",F,21,NA,NA,Austria,AUT,1924 Winter,1924,Winter,Mont-Blanc,Figure Skating,Figure Skating Women's Singles,Gold,at
98401,Benjamin Raich,M,27,182,83,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,at
98401,Benjamin Raich,M,27,182,83,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
99847,Mario Reiter,M,27,176,78,Austria,AUT,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Combined,Gold,at
104376,"Anton Engelbert ""Toni"" Sailer",M,20,NA,NA,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
104376,"Anton Engelbert ""Toni"" Sailer",M,20,NA,NA,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,at
104376,"Anton Engelbert ""Toni"" Sailer",M,20,NA,NA,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
106550,Karl Martin Alois Schfer,M,22,180,NA,Austria,AUT,1932 Winter,1932,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,Gold,at
106550,Karl Martin Alois Schfer,M,26,180,NA,Austria,AUT,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,Gold,at
106659,Otto Scheff (Sochaczewsky-),M,16,NA,NA,Austria,AUT,1906 Summer,1906,Summer,"Athens,GR",Swimming,Swimming Men's 400 metres Freestyle,Gold,at
107006,Felix Adolf Schmal,M,23,NA,NA,Austria,AUT,1896 Summer,1896,Summer,"Athens,GR",Cycling,Cycling Men's 12-Hours Race,Gold,at
107044,Manfred Schmid,M,23,180,87,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Luge,Luge Men's Singles,Gold,at
107236,Karl Schnabl,M,21,NA,NA,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,at
107286,Othmar Schneider,M,23,174,NA,Austria,AUT,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
107578,"Beatrix ""Trixi"" Schuba",F,20,170,67,Austria,AUT,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Women's Singles,Gold,at
107876,Wolfgang Schwarz,M,20,178,70,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Men's Singles,Gold,at
108359,Peter Seisenbacher,M,24,186,86,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Middleweight,Gold,at
108359,Peter Seisenbacher,M,28,186,86,Austria,AUT,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Middleweight,Gold,at
110240,Christoph Sieber,M,29,177,68,Austria,AUT,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Windsurfer,Gold,at
114310,Thomas Stangassinger,M,28,180,82,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
114769,Josef Steinbach,M,27,177,114,Austria,AUT,1906 Summer,1906,Summer,"Athens,GR",Weightlifting,"Weightlifting Men's Unlimited, One Hand",Gold,at
115216,"Josef ""Pepi"" Stiegler",M,26,NA,NA,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,at
115295,Leonhard Stock,M,21,183,84,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
115801,Fritz Strobl,M,29,187,95,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
115823,Hubert Strolz,M,25,182,76,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Men's Combined,Gold,at
126247,Ernst Vettori,M,27,167,55,Austria,AUT,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,at
127789,Anita Wachter (-Salzgeber),F,21,164,50,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,Gold,at
129028,Rudolf Watzl,M,24,NA,NA,Austria,AUT,1906 Summer,1906,Summer,"Athens,GR",Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,at
76900,"Elisabeth ""Sissy"" Max-Theurer",F,23,168,60,Austria,AUT,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,at
131328,Sigrid Wolf,F,23,172,67,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,Gold,at
135021,Egon Zimmermann,M,24,180,80,Austria,AUT,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,at
135636,David Gleirscher,M,23,NA,NA,Austria,AUT,2018 Winter,2018,Winter,Pyeongchang-gun,Luge,Luge Men's Singles,Gold,at
135741,Matthias Mayer,M,27,179,NA,Austria,AUT,2018 Winter,2018,Winter,Pyeongchang-gun,Alpine Skiing,Alpine Skiing Men's Super G,Gold,at
135744,Marcel Hirscher,M,29,173,NA,Austria,AUT,2018 Winter,2018,Winter,Pyeongchang-gun,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,at
135750,Marcel Hirscher,M,29,173,NA,Austria,AUT,2018 Winter,2018,Winter,Pyeongchang-gun,Alpine Skiing,Alpine Skiing Men's Combined,Gold,at
135880,Anna Gasser,F,26,168,NA,Austria,AUT,2018 Winter,2018,Winter,Pyeongchang-gun,Snowboarding,Snowboarding Women's Big Air,Gold,at
44687,Roman Hagara,M,34,171,68,Austria,AUT,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,Gold,at
114764,Hans-Peter Steinacher,M,32,180,73,Austria,AUT,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,Gold,at
44687,Roman Hagara,M,38,171,68,Austria,AUT,2004 Summer,2004,Summer,"Athens,GR",Sailing,Sailing Mixed Multihull,Gold,at
114764,Hans-Peter Steinacher,M,35,180,73,Austria,AUT,2004 Summer,2004,Summer,"Athens,GR",Sailing,Sailing Mixed Multihull,Gold,at
4728,Team Austria-1,M,NA,NA,NA,Austria-1,AUT,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Gold,at
34478,Josef Feistmantl,M,24,180,90,Austria-1,AUT,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Gold,at
70312,Andreas Linger,M,24,184,85,Austria-1,AUT,2006 Winter,2006,Winter,Torino,Luge,Luge Mixed (Men)'s Doubles,Gold,at
70312,Andreas Linger,M,28,184,85,Austria-1,AUT,2010 Winter,2010,Winter,"Vancouver, CA",Luge,Luge Mixed (Men)'s Doubles,Gold,at
70313,Wolfgang Linger,M,23,177,75,Austria-1,AUT,2006 Winter,2006,Winter,Torino,Luge,Luge Mixed (Men)'s Doubles,Gold,at
70313,Wolfgang Linger,M,27,177,75,Austria-1,AUT,2010 Winter,2010,Winter,"Vancouver, CA",Luge,Luge Mixed (Men)'s Doubles,Gold,at
89288,Kurt Oppelt,M,23,NA,NA,Austria-1,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,Gold,at
107873,"Elisabeth ""Sissy"" Schwarz (-Bollenberger)",F,19,NA,NA,Austria-1,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,Gold,at
114917,Manfred Stengl,M,17,NA,NA,Austria-1,AUT,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Gold,at
339,Namiq Yadulla Abdullayev,M,29,167,55,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,az
52448,Radik sayev,M,26,200,93,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Gold,az
78144,Zemfira Aliyevna Meftkhtddinova,F,37,164,66,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Women's Skeet,Gold,az
80700,Elnur Mmmdli,M,20,175,73,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,Gold,az
80713,Frid Mnsurov,M,22,174,66,Azerbaijan,AZE,2004 Summer,2004,Summer,"Athens,GR",Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,az
109062,Torul sgrov,M,19,170,65,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,az
114078,rif rifov,M,23,180,97,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,az
21890,Team Bahamas,F,NA,NA,NA,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's 4 x 100 metres Relay,Gold,bs
15488,Team Bahamas,M,NA,NA,NA,Bahamas,BAH,2012 Summer,2012,Summer,London,Track and Field,Track and Field Men's 4 x 400 metres Relay,Gold,bs
25735,Pauline Elaine Davis-Thompson,F,34,167,57,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's 200 metres,Gold,bs
79938,Shaunae Miller (-Uibo),F,22,185,69,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Women's 400 metres,Gold,bs
130706,Tonique Williams-Darling,F,28,168,59,Bahamas,BAH,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Women's 400 metres,Gold,bs
22875,Cecil George Cooke,M,41,188,90,Gem,BAH,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Gold,bs
61572,Durward Randolph Knowles,M,46,176,78,Gem,BAH,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Gold,bs
86592,Vnuste Niyongabo,M,22,176,60,Burundi,BDI,1996 Summer,1996,Summer,Atlanta,Track and Field,"Track and Field Men's 5,000 metres",Gold,bi
4472,Paul Eugne Albert Anspach,M,30,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",Gold,be
